iter	MultiClass
0	1.187982061
1	1.040567296
2	0.9163414822
3	0.8215092988
4	0.737842437
5	0.661356219
6	0.6028410135
7	0.5466920384
8	0.5028680053
9	0.4618594373
10	0.423437609
11	0.3896596753
12	0.3613931
13	0.33057477
14	0.3031168364
15	0.278515813
16	0.2577314257
17	0.2388075863
18	0.2215082525
19	0.2059085119
20	0.1904595531
21	0.1758733291
22	0.1634914331
23	0.1523774996
24	0.141333165
25	0.1313767141
26	0.1226620374
27	0.1147993859
28	0.1083532373
29	0.1012378969
30	0.09476348964
31	0.08911879388
32	0.08330749135
33	0.07765081432
34	0.07294624196
35	0.06823133364
36	0.06411098116
37	0.05983271294
38	0.0561890675
39	0.05309434941
40	0.04985772143
41	0.04680187067
42	0.0438610933
43	0.04131264757
44	0.03918770835
45	0.0370912698
46	0.03502405045
47	0.03366402809
48	0.03187285091
49	0.03036492997
50	0.02884762001
51	0.02722580078
52	0.02594796929
53	0.0247160472
54	0.02336466562
55	0.02251523659
56	0.02152402358
57	0.02067333428
58	0.01946559172
59	0.01862820287
60	0.01775414696
61	0.01720677847
62	0.016541973
63	0.01590666525
64	0.01538637248
65	0.01473081191
66	0.01440768882
67	0.01385380853
68	0.01334214854
69	0.01287366493
70	0.01253866464
71	0.01209113866
72	0.01172419969
73	0.01137430141
74	0.01100817192
75	0.01072560454
76	0.01031168757
77	0.009934135856
78	0.00964335015
79	0.009381716874
80	0.009064402552
81	0.00886572106
82	0.008644322033
83	0.008448918464
84	0.008235429679
85	0.008058178196
86	0.007902775451
87	0.007729002556
88	0.007627462984
89	0.007460114989
90	0.00723440808
91	0.007063333374
92	0.006856263696
93	0.00672449029
94	0.006588850188
95	0.00643036253
96	0.006283770989
97	0.006135899017
98	0.006011733803
99	0.005854761768
100	0.005733084734
101	0.005618523231
102	0.005512452866
103	0.005358289314
104	0.005243532148
105	0.005131505944
106	0.00500713982
107	0.004905379012
108	0.004801014377
109	0.004681222202
110	0.004591052824
111	0.00452212768
112	0.004434683402
113	0.004336898243
114	0.004242505605
115	0.004148486191
116	0.004061775836
117	0.003982571418
118	0.003918899012
119	0.003844940199
120	0.003769353812
121	0.003696663286
122	0.003627064911
123	0.003570531033
124	0.003510714343
125	0.0034562202
126	0.003393816618
127	0.003332843612
128	0.003281689919
129	0.003226396983
130	0.003179859335
131	0.003127598808
132	0.003075822828
133	0.003033546791
134	0.002985763878
135	0.00293515626
136	0.002889200499
137	0.002843401304
138	0.002807326397
139	0.002765910451
140	0.002732105346
141	0.002692196009
142	0.002661904916
143	0.002623908802
144	0.002586558378
145	0.002550406495
146	0.002515457133
147	0.002481813621
148	0.002448734802
149	0.002416979369
150	0.00238245808
151	0.002352294944
152	0.002322258264
153	0.002293222489
154	0.002265221769
155	0.002237321449
156	0.002210685554
157	0.002184755543
158	0.002158776008
159	0.002133953593
160	0.002109156241
161	0.002082168976
162	0.002062113687
163	0.002039324083
164	0.002017096197
165	0.001995360828
166	0.001973763808
167	0.001952906966
168	0.00193204501
169	0.001908467456
170	0.001888522634
171	0.001869420556
172	0.001850104503
173	0.001831789654
174	0.00181381413
175	0.001795886675
176	0.00177834496
177	0.001761172419
178	0.001744269514
179	0.001727425541
180	0.001711160121
181	0.00169544064
182	0.001680002762
183	0.001664515935
184	0.001649318507
185	0.001634402371
186	0.001619872116
187	0.001605777406
188	0.001591634879
189	0.001578040543
190	0.001561206445
191	0.001548134708
192	0.001530909105
193	0.001518139594
194	0.001505750703
195	0.001493188018
196	0.001481244604
197	0.001469469377
198	0.001457771708
199	0.001446184966
200	0.001433461329
201	0.001422435845
202	0.00141260491
203	0.001401870171
204	0.001391063481
205	0.001380986003
206	0.001370738988
207	0.001360644361
208	0.001350748228
209	0.001340627021
210	0.001329590125
211	0.001319966293
212	0.001310365217
213	0.00130113592
214	0.001291809618
215	0.001282826659
216	0.001273674263
217	0.00126368846
218	0.00125350222
219	0.001245000111
220	0.001236667241
221	0.001228308637
222	0.001220198293
223	0.001211090128
224	0.001203189265
225	0.001193432176
226	0.001185777388
227	0.001178023073
228	0.0011703728
229	0.001162824445
230	0.001154132124
231	0.00114684098
232	0.001139596896
233	0.001132505552
234	0.001124481577
235	0.001117687946
236	0.001110972587
237	0.001104380516
238	0.00109654112
239	0.001090080054
240	0.001083536817
241	0.001077917006
242	0.001071515873
243	0.001065233343
244	0.001058986042
245	0.00105274823
246	0.00104597641
247	0.001040097504
248	0.001034190158
249	0.001028443595
250	0.0010219207
251	0.001016217027
252	0.001010667321
253	0.001005043669
254	0.0009995296427
255	0.0009940325765
256	0.0009885976066
257	0.0009833458779
258	0.0009781542448
259	0.0009728192944
260	0.0009676562919
261	0.0009626166754
262	0.0009576376247
263	0.0009517167326
264	0.0009468486747
265	0.0009420257665
266	0.0009372595751
267	0.0009325349632
268	0.0009277493332
269	0.0009231334308
270	0.0009185579165
271	0.0009138558372
272	0.0009093798742
273	0.0009049403686
274	0.0009005366858
275	0.0008961844713
276	0.000891874212
277	0.0008874969821
278	0.0008832341111
279	0.0008783078292
280	0.0008740984194
281	0.0008699962384
282	0.000865778228
283	0.0008616544726
284	0.0008575711452
285	0.0008536246103
286	0.0008496601677
287	0.0008457798921
288	0.0008418713165
289	0.0008380694891
290	0.0008342967886
291	0.0008305634175
292	0.0008268571778
293	0.0008231896001
294	0.000818905257
295	0.0008152752451
296	0.0008116205989
297	0.0008080877507
298	0.000804585916
299	0.0008010274331
300	0.0007975156889
301	0.0007934861476
302	0.0007894338265
303	0.0007854870115
304	0.0007826116688
305	0.0007793250658
306	0.0007760631044
307	0.0007728332244
308	0.0007696025802
309	0.0007664223838
310	0.0007627037422
311	0.0007594957658
312	0.0007563471499
313	0.0007532798103
314	0.0007502333837
315	0.0007468603095
316	0.0007437586597
317	0.0007401727249
318	0.0007368894256
319	0.0007339765732
320	0.0007304282428
321	0.0007275668198
322	0.000724670031
323	0.0007218538272
324	0.000718984195
325	0.0007150584702
326	0.0007123161133
327	0.000709521214
328	0.0007068216673
329	0.0007041425927
330	0.0007014840024
331	0.0006988413652
332	0.0006958347778
333	0.0006929161119
334	0.0006903379846
335	0.0006877792328
336	0.0006851949691
